name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
21,2018,260000,30000,1,1,0,1,16.8,796,34.2,8.0
12,2018,1050000,70000,2,1,0,1,21.38,1396,88.7,5.0
29,2012,290000,60000,2,1,0,1,21.02,1248,88.76,5.0
29,2013,310000,70000,2,1,0,1,25.0,1396,69.0,5.0
12,2018,700000,6000,1,1,0,1,18.6,1197,81.83,5.0
21,2016,550000,20000,1,1,0,1,20.4,1197,81.8,5.0
29,2017,450000,70000,2,1,0,1,19.09,1405,69.01,5.0
11,2016,773000,65000,1,1,0,1,17.8,1497,117.3,5.0
29,2017,450000,25000,1,1,0,1,23.84,1199,84.0,5.0
21,2019,409999,10000,1,1,0,1,15.37,1196,73.0,5.0
21,2003,45000,35000,1,1,0,4,16.1,796,37.0,4.0
24,2014,600000,80000,1,1,1,2,11.07,2496,179.5,5.0
5,2010,250000,63000,1,1,0,1,18.6,1199,79.4,5.0
29,2008,70000,100000,2,1,0,1,16.8,1405,62.0,5.0
11,2019,690000,1303,1,2,0,1,17.8,1198,86.7,5.0
3,2018,3975000,31800,2,2,1,1,17.01,1968,188.0,5.0
18,2019,5150000,20000,1,2,1,1,22.37,2487,214.56,5.0
14,2017,3200000,45000,2,2,1,1,19.33,1999,177.0,5.0
15,2017,4100000,17000,1,1,1,1,9.5,3604,280.0,5.0
30,2018,1000000,4295,1,3,0,1,17.1,1496,105.5,5.0
30,2018,1000000,5229,1,3,0,1,17.1,1496,105.5,5.0
30,2016,2000000,68089,1,3,1,1,19.16,2494,157.7,5.0
21,2018,925000,23712,2,3,0,1,28.09,1248,88.5,5.0
11,2016,550000,56494,1,3,0,1,18.2,1199,88.7,5.0
21,2018,430000,16589,1,3,0,1,20.51,998,67.04,5.0
30,2013,750000,79328,2,3,0,2,12.99,2494,100.6,7.0
11,2016,675000,53201,1,3,0,2,17.8,1497,117.3,5.0
21,2017,570000,25272,1,3,0,1,21.01,1197,81.8,5.0
21,2017,850000,53619,2,3,0,1,24.3,1248,88.5,5.0
4,2019,5400000,7500,2,2,1,1,16.78,1995,190.0,5.0
4,2019,5500000,8500,2,2,1,1,16.78,1995,190.0,5.0
11,2019,779000,7032,1,3,1,1,19.0,1199,88.76,5.0
10,2018,640000,6001,1,2,0,1,15.9,1496,120.69,5.0
29,2013,250000,80000,2,1,0,1,19.09,1405,69.01,5.0
27,2018,1250000,12000,2,1,0,1,19.6,1461,108.45,5.0
10,2017,889000,25000,1,1,0,1,17.0,1497,121.31,5.0
12,2017,750000,40000,2,1,0,2,22.54,1396,88.73,5.0
21,2010,320000,130000,2,1,0,3,17.8,1248,75.0,5.0
28,2011,600000,202000,2,1,0,1,17.67,1968,138.08,5.0
21,2018,1000000,40000,2,1,0,1,28.09,1248,88.5,5.0
21,2000,110000,70000,1,1,0,4,17.3,993,60.0,5.0
11,2008,250000,120000,1,1,0,2,17.7,1497,78.0,5.0
21,2015,600000,60000,2,1,0,1,26.59,1248,74.0,5.0
21,2009,165000,60000,1,1,0,1,19.0,998,67.1,5.0
21,2004,118000,60000,1,1,0,2,19.7,796,46.3,5.0
21,2016,700000,78000,2,1,0,1,27.39,1248,74.0,5.0
27,2013,585000,80000,2,1,0,2,20.46,1461,83.8,5.0
21,2006,120000,120000,1,1,0,4,19.7,796,46.3,5.0
21,2003,65000,90000,1,1,0,4,16.1,796,37.0,4.0
21,2006,150000,100000,1,1,0,2,19.7,796,46.3,5.0
21,2009,150000,70000,1,1,0,4,19.7,796,46.3,5.0
12,2004,170000,160000,2,1,0,3,13.1,1493,82.0,5.0
20,2006,250000,120000,2,1,0,3,10.5,2179,120.0,8.0
12,2005,100000,100000,2,1,0,3,13.1,1493,82.0,5.0
21,2013,599000,60000,2,1,0,2,20.77,1248,88.76,7.0
5,2010,250000,135000,2,1,0,3,18.3,1991,147.9,5.0
21,2016,570000,90000,1,1,0,1,20.4,1197,81.8,5.0
31,2013,440000,75000,2,1,0,2,22.07,1199,73.9,5.0
30,2005,300000,185000,2,1,0,2,11.4,2494,100.6,7.0
24,2015,300000,71717,1,1,1,2,19.34,1198,76.0,5.0
20,2011,500000,150000,2,1,1,2,11.79,2179,120.0,8.0
21,2016,660000,55000,2,1,0,1,26.59,1248,74.0,5.0
10,2012,256000,90000,1,1,0,2,15.3,1596,99.6,5.0
27,2018,409999,35000,1,1,0,1,23.01,999,67.0,5.0
30,2015,1888000,120000,2,1,0,2,12.55,2982,168.5,7.0
12,2011,250000,100000,4,1,0,2,13.45,1086,62.1,5.0
11,2009,280000,40000,1,1,1,3,12.9,1799,130.0,5.0
20,2010,300000,100000,2,1,0,1,13.0,2489,95.0,8.0
29,2016,900000,120000,2,1,0,1,14.1,2179,147.94,5.0
21,2014,190000,60000,1,1,0,1,19.0,998,67.1,5.0
20,2019,800000,2000,2,1,0,1,15.96,2523,63.0,9.0
20,2012,450000,100000,2,1,0,1,14.0,2523,75.0,8.0
20,2015,400000,110000,2,1,0,1,14.95,2489,93.7,7.0
29,2009,150000,90000,2,1,0,2,13.93,2179,138.1,7.0
29,2011,200000,84321,2,1,0,1,23.57,1396,70.0,5.0
20,2013,600000,177000,2,1,0,1,15.1,2179,140.0,7.0
29,2010,175000,60000,2,1,0,1,18.0,1248,75.0,5.0
29,2008,99000,205000,2,1,0,2,19.09,1396,69.0,5.0
12,2008,215000,70000,1,1,0,2,20.36,1197,78.9,5.0
27,2013,520000,126000,2,1,0,2,19.01,1461,108.45,5.0
10,2016,2280000,120000,2,1,1,2,10.91,3198,197.0,7.0
29,2015,285000,70000,2,1,0,1,19.1,1405,70.0,5.0
20,2017,660000,82000,2,1,0,1,18.49,1493,100.0,7.0
21,2004,31504,110000,1,1,0,3,16.1,796,37.0,4.0
21,2015,515000,45000,1,1,0,2,20.85,1197,83.14,5.0
24,2012,295000,70000,2,1,0,2,21.64,1461,84.8,5.0
24,2015,700000,80000,2,1,0,2,20.45,1461,83.8,5.0
20,2017,1100000,45000,2,1,0,1,15.4,2179,120.0,7.0
12,2017,300000,60000,1,1,0,1,20.3,998,68.05,5.0
21,2013,450000,41800,1,1,0,1,18.6,1197,85.8,5.0
21,2017,700000,50000,2,1,0,2,28.4,1248,74.02,5.0
10,2012,250000,40000,2,1,0,1,20.0,1399,68.0,5.0
21,2009,140000,96000,1,1,0,2,18.9,1061,67.0,5.0
20,2012,250000,117000,2,1,0,1,14.0,2498,112.0,8.0
12,2011,210000,110000,1,1,0,2,19.81,1086,68.05,5.0
11,2014,420000,100000,2,1,0,2,25.8,1498,98.6,5.0
21,2007,130000,88700,1,1,0,3,19.7,796,46.3,5.0
24,2012,320000,70000,1,1,0,2,16.95,1498,97.7,5.0
21,2010,200000,110000,1,1,0,2,17.3,1061,64.0,5.0
21,2016,310000,15000,1,1,0,1,22.74,796,47.3,5.0
20,2012,200000,80000,2,1,0,2,20.8,1461,65.0,5.0
21,2014,350000,50000,1,1,0,1,18.5,1197,85.8,5.0
12,2018,444000,15000,1,1,0,1,21.1,814,55.2,5.0
7,2017,300000,25000,1,1,0,1,22.7,799,53.64,5.0
20,2011,225000,57000,2,1,0,2,21.0,1461,64.1,5.0
20,2012,600000,75000,2,1,0,1,15.96,2523,62.1,7.0
21,2013,260000,26000,1,1,0,1,15.37,1196,73.0,5.0
12,2015,375000,160000,2,1,0,1,24.4,1120,71.01,5.0
21,2013,260000,26000,1,1,0,1,15.37,1196,73.0,5.0
21,2010,150000,120000,1,1,0,2,19.7,796,46.3,5.0
21,2014,110000,50000,1,1,0,2,19.7,796,46.3,5.0
21,2012,225000,40000,1,1,0,1,19.7,796,46.3,5.0
11,2017,860000,28000,1,1,0,1,17.8,1497,117.3,5.0
21,2018,650000,50000,2,1,0,1,28.4,1248,74.02,5.0
21,2014,650000,90000,2,1,0,1,20.77,1248,88.8,7.0
12,2016,710000,40000,2,1,0,1,24.8,1396,88.7,5.0
10,2017,430000,113000,2,1,0,1,25.83,1498,99.0,5.0
21,2011,305000,188000,2,1,0,2,17.8,1248,75.0,5.0
10,2011,220000,100000,2,1,0,1,20.0,1399,68.0,5.0
29,2010,150000,225000,2,1,0,3,14.0,1948,90.0,9.0
20,2017,660000,67000,2,1,0,2,18.49,1493,100.0,7.0
5,2011,140000,70000,2,1,0,4,25.44,936,57.6,5.0
30,2015,1100000,50000,1,1,0,1,14.28,1798,138.03,5.0
14,2013,2450000,60000,2,1,1,1,16.36,2179,187.7,5.0
31,2017,625000,34000,2,1,1,1,22.0,1498,108.495,5.0
11,2004,198000,110000,1,1,0,3,12.8,1493,100.0,5.0
21,2005,130000,140000,1,1,0,2,18.9,998,67.1,5.0
11,2012,540000,100000,1,1,0,2,16.8,1497,116.3,5.0
12,2017,550000,10000,1,1,1,1,18.9,1197,81.86,5.0
21,2018,475000,30000,1,1,0,1,21.63,998,67.04,5.0
3,2017,2825000,22000,2,2,1,1,15.73,1968,174.33,5.0
11,2020,2125000,5500,2,2,0,1,26.8,1597,118.0,5.0
4,2018,3350000,18000,2,2,1,1,19.62,1998,190.0,5.0
30,2018,1800000,20000,2,2,1,1,11.36,2755,171.5,8.0
12,2018,540000,7000,1,2,0,1,20.3,1086,68.0,5.0
9,2018,910000,20000,2,2,0,1,17.0,2596,80.8,5.0
21,2019,484999,4875,1,2,0,1,21.63,998,67.04,5.0
12,2020,1950000,2700,2,2,1,1,17.01,1582,126.2,5.0
21,2018,950000,58511,2,2,0,1,24.3,1248,88.5,5.0
10,2015,365000,105000,2,2,0,1,25.83,1498,99.0,5.0
20,2018,900000,26235,2,2,0,1,16.55,2498,105.0,6.0
29,2017,919999,26766,2,2,0,1,21.5,1497,108.5,5.0
19,2020,1900000,1600,1,2,1,1,13.96,1451,141.0,5.0
22,2018,2950000,46000,2,2,0,1,15.8,2148,170.0,5.0
20,2019,1075000,23000,2,2,0,1,17.3,1497,121.0,7.0
21,2017,600000,24522,1,2,0,1,20.4,1197,81.8,5.0
4,2017,3200000,13663,2,2,1,1,22.69,1995,190.0,5.0
28,2019,2600000,11000,2,2,1,1,19.3,1968,141.0,5.0
21,2016,839000,63000,2,2,0,1,24.3,1248,88.5,5.0
31,2019,635000,2000,1,2,0,1,16.2,1199,74.0,5.0
20,2014,550000,300000,2,1,0,3,12.05,2179,120.0,8.0
20,2011,180000,190000,2,1,0,3,19.2,1461,65.0,5.0
11,2015,650000,80000,2,1,0,1,26.0,1498,98.6,5.0
11,2011,350000,80000,1,1,0,2,16.0,1198,90.0,5.0
21,2015,265000,54000,1,1,0,1,23.95,998,67.05,5.0
27,2018,330000,30000,1,1,0,1,23.01,999,67.0,5.0
21,2019,395000,5000,1,1,0,1,15.37,1196,73.0,7.0
20,2015,700000,58945,2,1,0,1,18.49,1493,100.0,7.0
10,2012,300000,90000,2,1,0,1,20.0,1399,68.0,5.0
30,2011,650000,375000,2,1,0,1,12.8,2494,102.0,8.0
21,2013,625000,160000,2,1,0,3,20.77,1248,88.76,7.0
31,2014,425000,80000,2,1,0,2,15.11,1598,103.6,5.0
21,2004,55000,50000,1,1,0,3,16.1,796,37.0,4.0
29,2015,250000,80000,2,1,0,2,19.09,1405,69.01,5.0
20,2015,459999,156975,2,1,0,1,15.96,2523,62.1,9.0
30,2017,1594000,5000,2,1,0,1,21.43,1364,86.79,5.0
5,2014,300000,50000,1,1,0,1,18.2,1199,82.4,5.0
10,2018,950000,27620,2,2,0,1,22.77,1498,98.59,5.0
20,2013,484999,120000,2,1,0,1,12.05,2179,120.0,9.0
20,2009,161000,120000,2,1,0,3,14.0,2498,112.0,8.0
12,2015,500000,58000,1,1,0,1,17.19,1197,81.86,5.0
24,2012,350000,50000,1,1,0,1,16.95,1498,97.7,5.0
21,2017,550000,40000,1,1,1,1,20.89,1197,81.8,5.0
11,2018,850000,7800,1,1,0,1,17.5,1199,88.7,5.0
21,2016,240000,50000,1,1,0,1,22.74,796,47.3,5.0
10,2011,950000,68000,2,1,0,1,13.1,2499,141.0,7.0
21,2015,423000,60000,1,1,0,2,16.02,1373,93.7,7.0
29,2005,90000,74000,1,1,0,2,12.8,1396,85.0,5.0
29,2011,350000,58000,2,1,0,2,13.93,2179,138.1,7.0
21,2011,170000,70000,1,1,0,3,19.0,998,66.1,5.0
10,2015,450000,70000,1,1,0,1,18.16,1196,86.8,5.0
12,2009,150000,110000,1,1,0,2,20.36,1197,78.9,5.0
12,2016,511000,80000,2,1,0,1,22.54,1396,88.73,5.0
21,2018,850000,59000,2,1,0,1,24.2,1498,93.87,7.0
29,2018,250000,110000,2,1,0,1,25.0,1396,69.0,5.0
21,2020,420000,25000,1,1,0,1,21.63,998,67.04,5.0
21,2014,180000,55000,1,1,0,1,22.74,796,47.3,5.0
21,2015,400000,25000,2,1,0,1,27.62,793,47.0,5.0
20,2009,150000,300000,2,1,0,1,14.0,2498,112.0,7.0
10,2016,500000,143200,2,1,0,1,25.83,1498,99.0,5.0
15,2017,1689999,60000,2,1,0,1,17.1,1956,170.0,5.0
24,2012,204999,120000,2,1,0,1,23.08,1461,63.1,5.0
21,2014,459999,145000,2,1,0,2,26.21,1248,88.5,5.0
12,2017,600000,30000,1,1,0,1,18.6,1197,81.83,5.0
12,2019,585000,8000,1,1,0,1,18.9,1197,81.86,5.0
10,2012,551000,170000,2,1,0,1,13.1,2499,141.0,7.0
21,2013,525000,100000,2,1,0,1,23.4,1248,74.0,5.0
21,2012,160000,62000,1,1,0,1,14.0,796,35.0,5.0
20,2014,825000,110000,2,1,0,1,15.1,2179,140.0,7.0
5,2015,600000,80000,2,1,0,2,13.58,2499,72.4,9.0
21,2002,65000,80000,1,1,0,2,17.3,993,60.0,5.0
21,2013,550000,100000,2,1,0,1,23.4,1248,74.0,5.0
20,2015,650000,120000,2,1,0,1,15.96,2523,63.0,9.0
21,2019,750000,24000,2,1,0,1,28.4,1248,74.02,5.0
20,2017,380000,80000,2,1,0,1,25.32,1198,77.0,6.0
12,2012,400000,138000,2,1,0,1,22.32,1582,126.32,5.0
21,2003,50000,147000,1,1,0,4,18.9,998,67.1,5.0
20,2017,750000,60000,2,1,0,1,18.49,1493,100.0,7.0
5,2011,150000,80000,1,1,0,1,18.0,995,62.0,5.0
21,2016,245000,50000,1,1,0,1,22.74,796,47.3,5.0
29,2013,260000,189000,2,1,0,1,21.02,1248,88.76,5.0
31,2014,411000,90000,2,1,1,2,21.21,1498,103.2,5.0
12,2014,450000,56000,2,1,0,1,21.9,1396,88.76,5.0
4,2012,1300000,140000,2,1,1,2,18.88,1995,184.0,5.0
21,2016,351000,60000,1,1,0,1,23.1,998,67.04,5.0
20,2012,550000,130000,2,1,0,1,15.1,2179,140.0,7.0
4,2013,1300000,140000,2,1,1,2,18.88,1995,184.0,5.0
29,2013,260000,189000,2,1,0,1,21.02,1248,88.76,5.0
31,2014,411000,90000,2,1,1,2,21.21,1498,103.2,5.0
12,2014,450000,56000,2,1,0,1,21.9,1396,88.76,5.0
4,2012,1300000,140000,2,1,1,2,18.88,1995,184.0,5.0
21,2016,351000,60000,1,1,0,1,23.1,998,67.04,5.0
20,2012,550000,130000,2,1,0,1,15.1,2179,140.0,7.0
4,2013,1300000,140000,2,1,1,2,18.88,1995,184.0,5.0
24,2016,750000,35000,2,1,0,1,20.45,1461,83.8,5.0
24,2015,800000,35000,2,1,0,1,20.45,1461,83.8,5.0
29,2011,350000,156000,2,1,0,1,11.57,2179,138.1,7.0
21,2013,200000,90000,1,1,0,1,22.74,796,47.3,5.0
29,2008,150000,60000,2,1,0,3,17.0,1405,70.0,5.0
24,2016,800000,36000,2,1,0,1,19.01,1461,108.5,5.0
12,2017,350000,20000,1,1,0,2,21.1,814,55.2,5.0
29,2011,350000,160000,2,1,0,1,13.93,2179,138.0,7.0
20,2006,250000,185000,2,1,0,1,12.7,2609,116.6,9.0
29,2010,170000,110000,2,1,0,2,17.0,1405,71.0,5.0
27,2018,395000,10800,1,1,0,1,25.17,799,53.3,5.0
20,2012,450000,120000,2,1,0,1,15.96,2523,62.1,7.0
21,2019,500000,15000,1,1,0,1,20.89,1197,81.8,5.0
29,2012,200000,67500,2,1,0,1,12.2,1948,68.0,10.0
29,2017,1200000,30000,2,1,0,1,17.6,2179,153.86,7.0
20,2016,400000,50000,2,1,0,1,25.32,1198,77.0,6.0
20,2016,650000,100000,2,1,0,1,18.49,1493,100.0,7.0
20,2016,550000,150000,2,1,0,1,15.96,2523,63.0,9.0
20,2015,1100000,110000,2,1,0,1,16.0,2179,140.0,7.0
21,2012,254999,30000,1,1,0,1,22.74,796,47.3,5.0
21,2011,180000,60000,1,1,0,1,19.7,796,46.3,5.0
20,2010,160000,255000,2,1,0,2,13.0,2489,95.0,8.0
5,2008,225000,120000,2,1,0,2,16.52,1991,123.7,5.0
21,2015,270000,49900,1,1,0,2,22.74,796,47.3,5.0
29,2012,310000,86000,2,1,0,1,21.12,1248,88.8,5.0
7,2015,225000,71850,1,1,0,1,20.63,1198,67.0,5.0
8,2015,300000,95000,2,1,0,3,21.2,1248,75.0,5.0
21,2008,250000,70000,1,1,0,4,17.5,1298,85.8,5.0
12,2011,180000,35000,1,1,0,1,21.1,814,55.2,5.0
21,2015,550000,50000,1,1,0,1,20.85,1197,83.14,5.0
20,2007,300000,120000,2,1,0,3,13.6,2523,63.0,7.0
12,2015,900000,145000,2,1,0,1,22.7,1582,126.2,5.0
20,2018,1530000,40000,2,1,0,1,16.0,2179,138.0,7.0
21,2015,590000,110000,2,1,0,1,27.39,1248,74.0,5.0
21,2008,170000,112000,4,1,0,2,17.3,1061,57.5,5.0
3,2017,2600000,70000,2,1,1,1,20.38,1968,143.0,5.0
21,2016,475000,110000,2,1,0,1,23.2,1248,73.94,5.0
12,2018,700000,29000,2,1,0,1,24.0,1186,73.97,5.0
21,2011,376000,60000,1,1,0,1,18.9,998,67.1,5.0
21,2004,75000,46000,1,1,0,4,16.1,796,37.0,4.0
20,2012,440000,120000,2,1,1,3,11.79,2179,120.0,8.0
21,2016,390000,80000,1,1,0,1,20.51,998,67.04,5.0
30,2012,725000,159000,2,1,0,2,12.8,2494,102.0,7.0
20,2012,325000,110000,2,1,0,2,15.96,2523,62.1,7.0
21,2010,170000,75000,1,1,0,2,19.7,796,46.3,5.0
21,2010,215000,120000,2,1,0,3,19.3,1248,73.9,5.0
11,2010,350000,110000,1,1,0,3,17.0,1497,118.0,5.0
5,2009,80000,80000,1,1,0,4,18.0,995,62.0,5.0
12,2012,195000,80000,1,1,0,2,21.1,814,55.2,5.0
24,2014,335000,71000,2,2,0,1,21.64,1461,84.8,5.0
20,2011,475000,108000,2,2,0,1,16.0,2179,140.0,7.0
27,2015,484999,75000,2,2,0,1,19.87,1461,83.8,5.0
21,2018,650000,22000,1,1,0,2,21.56,1462,103.25,5.0
3,2014,1850000,76131,2,1,1,1,13.22,2967,241.4,5.0
12,2018,700000,30000,1,1,0,2,18.6,1197,81.83,5.0
3,2014,3000000,65000,2,1,1,1,12.07,2967,241.4,7.0
20,2018,900000,60000,2,1,0,1,15.4,2523,75.0,7.0
31,2013,350000,80000,2,1,0,1,22.07,1199,73.9,5.0
11,2005,285000,80000,1,1,1,2,9.0,2997,218.0,5.0
3,2012,1850000,70000,2,1,1,1,12.07,2967,241.4,7.0
21,2017,750000,51777,2,2,0,1,24.3,1248,88.5,5.0
17,2013,1650000,64788,2,2,1,1,0.0,2179,115.0,5.0
11,2018,600000,20000,1,1,0,1,19.5,1199,88.76,5.0
31,2018,565000,19000,1,1,0,1,18.78,999,75.0,5.0
6,2000,86000,46951,1,1,0,1,18.5,796,53.0,5.0
7,2016,329000,19000,1,1,0,1,20.63,1198,67.0,5.0
10,2016,650000,50000,2,1,0,1,22.77,1498,98.59,5.0
12,2015,822000,60000,2,1,0,1,19.67,1582,126.2,5.0
27,2013,345000,100000,2,1,0,2,19.01,1461,108.45,5.0
21,2001,30000,10000,1,1,0,1,17.3,993,60.0,5.0
21,2012,330000,50000,2,1,0,2,22.9,1248,74.0,5.0
21,2014,300000,74537,1,1,0,2,20.51,998,67.04,5.0
21,2009,200000,90000,1,1,1,2,12.6,1586,103.3,5.0
5,2010,90000,70000,1,1,0,2,18.0,995,62.0,5.0
21,2010,200000,80000,1,1,0,2,18.9,1061,67.0,5.0
12,2016,550000,35000,2,1,0,1,24.4,1120,71.0,5.0
5,2015,250000,23500,1,1,0,1,18.6,1199,76.8,5.0
11,2017,975000,82000,2,1,0,1,25.6,1498,97.9,5.0
30,2014,900000,100000,2,1,0,2,12.99,2494,100.6,8.0
12,2018,610000,15000,1,1,0,1,18.6,1197,81.83,5.0
21,2017,620000,30000,2,1,0,1,27.39,1248,74.0,5.0
12,2016,400000,30000,1,1,0,1,18.9,1197,82.0,5.0
21,2019,500000,11000,1,1,0,1,21.63,998,67.0,5.0
7,2017,200000,140000,1,1,0,1,19.02,1198,67.05,7.0
29,2016,360000,110000,2,1,0,1,23.0,1248,88.7,5.0
21,2012,252000,48000,1,1,0,1,20.92,998,67.1,5.0
21,2012,280000,70000,2,1,0,2,22.9,1248,74.0,5.0
21,2018,509999,70000,1,1,0,2,22.0,1197,81.8,5.0
20,2016,1050000,58000,2,1,0,1,15.4,1997,120.0,7.0
21,2010,200000,40000,4,1,0,4,17.3,1061,57.5,5.0
21,2005,60000,90000,1,1,0,2,17.3,993,60.0,5.0
20,2010,320000,40000,2,1,0,2,14.0,2498,112.0,7.0
20,2013,520000,110000,2,1,0,1,12.05,2179,120.0,9.0
29,2007,250000,80000,2,1,0,2,11.57,2179,138.1,7.0
21,2017,725000,60000,2,1,0,1,24.3,1248,88.5,5.0
20,2015,585000,50000,2,1,0,1,15.96,2523,62.1,7.0
29,2017,430000,25000,1,1,0,1,23.84,1199,84.0,5.0
21,2011,235000,100000,2,1,0,2,22.9,1248,74.0,5.0
21,2012,350000,52000,2,1,0,3,19.3,1248,73.9,5.0
12,2010,131000,80000,1,1,0,3,19.81,1086,68.05,5.0
11,2016,450000,85000,2,1,0,1,25.8,1498,98.6,5.0
21,2016,750000,83000,2,1,0,1,24.3,1248,88.5,5.0
21,2013,200000,50000,1,1,0,1,22.74,796,47.3,5.0
21,2009,125000,120000,1,1,0,4,18.9,1061,67.0,5.0
20,2014,500000,100000,2,1,0,1,15.96,2523,62.1,7.0
21,2012,380000,70000,2,1,0,3,22.9,1248,74.0,5.0
21,2008,128000,19000,1,1,0,1,19.7,796,46.3,5.0
11,2009,250000,68600,1,1,0,3,17.0,1497,118.0,5.0
20,2017,690000,60000,2,1,0,1,16.5,1493,70.0,7.0
20,2014,650000,65000,2,1,0,2,15.96,2523,62.1,7.0
11,2012,560000,40000,1,1,0,2,16.8,1497,116.3,5.0
21,2016,400000,25000,1,1,0,1,23.1,998,67.04,5.0
21,2012,200000,29500,1,1,0,1,20.92,998,67.1,5.0
12,2018,950000,13887,1,1,0,1,17.0,1591,121.3,5.0
21,2016,300000,50000,1,1,0,2,22.74,796,47.3,5.0
27,2016,315000,30000,1,1,0,2,25.17,799,53.3,5.0
21,2012,220000,100000,1,1,0,1,22.74,796,47.3,5.0
5,2011,130000,60000,1,1,0,2,14.49,1399,92.7,5.0
12,2016,595000,60000,2,1,0,2,22.54,1396,88.73,5.0
29,2011,110000,120000,2,1,0,1,19.4,1405,70.0,5.0
10,2017,680000,13500,1,1,0,1,17.0,1497,121.36,5.0
8,2013,280000,52000,2,1,0,1,20.3,1248,75.0,5.0
21,2017,530000,30000,1,1,0,2,21.4,1197,83.1,5.0
12,2017,610000,14000,1,1,0,1,19.1,1197,82.0,5.0
29,2014,500000,90000,2,1,0,2,15.05,2179,147.9,7.0
29,2018,500000,50000,2,1,0,1,24.7,1047,69.0,5.0
20,2010,250000,120000,2,1,0,2,13.0,2489,95.0,8.0
12,2018,325000,10000,1,1,0,1,21.1,814,55.2,5.0
21,2018,550000,10000,1,1,0,1,21.4,1197,83.1,5.0
21,2018,720000,25000,1,1,0,1,20.73,1373,91.1,5.0
12,2017,950000,20000,1,1,0,1,17.0,1591,121.3,5.0
21,2013,350000,60000,2,1,0,1,22.9,1248,74.0,5.0
12,2018,500000,40000,1,1,0,1,18.9,1197,81.86,5.0
21,2012,380000,60000,2,1,0,1,19.3,1248,73.9,5.0
12,2015,380000,50000,1,1,1,1,16.9,1197,82.0,5.0
12,2017,900000,20000,1,1,0,1,17.0,1591,121.3,5.0
21,2017,295000,35000,1,1,0,1,24.7,796,47.3,5.0
21,2016,640000,40000,2,1,0,1,28.09,1248,88.5,5.0
29,2018,790000,60000,2,1,0,1,21.5,1497,108.5,5.0
12,2015,625000,20000,1,1,0,1,17.01,1591,121.4,5.0
10,2017,604000,30000,1,1,0,2,17.0,1497,121.36,5.0
21,2015,315000,29000,1,1,0,1,23.95,998,67.05,5.0
20,2019,950000,17000,2,1,0,1,20.0,1497,115.0,5.0
21,2017,400000,50000,1,1,0,1,20.51,998,67.04,5.0
12,2018,700000,42000,1,1,1,1,18.6,1368,98.63,5.0
30,2011,700000,120000,2,1,0,2,12.8,2494,102.0,8.0
20,2012,260000,110000,2,1,0,1,21.03,1461,65.0,5.0
29,2012,200000,90000,2,1,0,1,23.57,1396,70.0,5.0
21,2020,580000,70000,1,1,0,1,23.26,1197,88.5,5.0
31,2011,330000,66000,2,1,0,2,20.5,1598,105.0,5.0
12,2011,400000,70000,2,1,0,3,16.2,1493,110.0,5.0
12,2018,1350000,5000,1,1,1,1,14.8,1591,121.3,5.0
20,2014,250000,50000,2,1,0,2,21.03,1461,65.0,5.0
28,2019,725000,25000,1,1,0,1,15.41,1598,103.2,5.0
21,2013,300000,70000,2,1,0,1,23.4,1248,74.0,5.0
21,2006,120000,40000,1,1,0,2,16.1,796,37.0,4.0
20,2016,1175000,110000,2,1,0,1,16.0,2179,140.0,7.0
29,2009,380000,150000,2,1,0,1,13.93,2179,138.0,7.0
29,2014,400000,45000,2,1,0,1,19.1,1405,70.0,5.0
29,2005,140000,90000,2,1,0,3,16.1,1405,70.0,5.0
29,2011,229999,140000,2,1,0,2,11.57,2179,138.1,7.0
10,2003,110000,83000,1,1,0,2,13.8,1299,70.0,5.0
31,2011,550000,106000,2,1,1,2,16.96,1968,138.1,5.0
5,2008,150000,60000,1,1,0,4,15.26,1150,74.9,5.0
21,2017,265000,40000,1,1,0,2,16.8,796,34.2,8.0
12,2011,300000,138000,1,1,0,3,17.0,1197,80.0,5.0
21,2015,280000,80000,1,1,0,1,22.74,796,47.3,5.0
12,2005,130000,50000,1,1,0,2,15.3,1341,83.0,5.0
5,2015,350000,50000,1,1,0,1,18.2,1199,82.4,5.0
21,2009,200000,120000,1,1,0,1,18.5,1197,85.8,5.0
21,2018,550000,24400,1,1,0,1,22.0,1197,81.8,5.0
20,2013,400000,60000,2,1,0,2,15.96,2523,62.1,7.0
21,2010,170000,120000,1,1,0,2,18.5,1197,85.8,5.0
12,2015,600000,60000,2,1,0,2,24.8,1396,88.7,5.0
21,2011,130000,100000,1,1,0,2,19.7,796,46.3,5.0
21,2011,100000,120000,1,1,0,2,16.1,796,37.0,4.0
27,2016,310000,27500,1,1,0,1,25.17,799,53.3,5.0
21,2007,35000,10000,1,1,0,1,16.1,796,37.0,4.0
12,2010,200000,120000,1,1,0,3,18.5,1197,80.0,5.0
12,2015,650000,80000,2,1,0,1,22.54,1396,88.73,5.0
29,2013,210000,120000,1,1,0,1,15.64,1193,64.1,5.0
12,2015,509999,90000,2,1,0,1,24.4,1120,71.01,5.0
10,2013,229999,70000,2,1,0,1,20.0,1399,68.1,5.0
27,2014,409999,188000,2,1,0,2,19.01,1461,108.45,5.0
5,2011,130000,67840,1,1,0,1,18.0,995,62.0,5.0
29,2013,95000,30000,1,1,0,1,25.4,624,37.48,4.0
21,2016,225000,35000,1,1,0,2,22.74,796,47.3,5.0
